date,open,high,low,close,volume,dividend,split
2019-06-28,35.75,35.75,35.75,35.75,2,0.0,1.0
2019-07-01,35.75,35.75,35.75,35.75,0,0.0,1.0
2019-07-02,35.75,35.75,35.75,35.75,0,0.0,1.0
2019-07-03,34.200001,34.200001,34,34,200,0.0,1.0
2019-07-04,35.700001,35.700001,35.700001,35.700001,25,0.0,1.0
2019-07-05,35.700001,35.700001,35.700001,35.700001,0,0.0,1.0
2019-07-08,35.700001,35.700001,35.700001,35.700001,0,0.0,1.0
2019-07-09,35.700001,35.700001,35.700001,35.700001,0,0.0,1.0
2019-07-10,35.700001,35.700001,35.700001,35.700001,0,0.0,1.0
2019-07-11,35.700001,35.700001,35.700001,35.700001,0,0.0,1.0
2019-07-12,35.700001,35.700001,35.700001,35.700001,0,0.0,1.0
2019-07-15,35.700001,35.700001,35.700001,35.700001,0,0.0,1.0
2019-07-16,35.700001,35.700001,35.700001,35.700001,0,0.0,1.0
2019-07-17,35.700001,35.700001,35.700001,35.700001,0,0.0,1.0
2019-07-18,35.700001,35.700001,35.700001,35.700001,0,0.0,1.0
2019-07-19,35.700001,35.700001,35.700001,35.700001,0,0.0,1.0
2019-07-22,35.700001,35.700001,35.700001,35.700001,0,0.0,1.0
2019-07-23,35.700001,35.700001,35.700001,35.700001,0,0.0,1.0
2019-07-24,35.700001,35.700001,35.700001,35.700001,0,0.0,1.0
2019-07-25,35.700001,35.700001,35.700001,35.700001,0,0.0,1.0
2019-07-26,35.700001,35.700001,35.700001,35.700001,0,0.0,1.0
