date,open,high,low,close,volume,dividend,split
2005-12-20,354.545013,362.72699,265.591003,313.545013,19836786,0.0,1.0
2005-12-21,318.182007,334,311.817993,319.817993,5650784,0.0,1.0
2005-12-22,322.72699,322.72699,286.408997,289.817993,2435842,0.0,1.0
2005-12-23,291.635986,309.72699,284.77301,289.408997,3506138,0.0,1.0
2005-12-26,290,295,271.22699,273.954987,2142906,0.0,1.0
2005-12-27,274.545013,284.364014,272.72699,279.408997,1378557,0.0,1.0
2005-12-28,281.817993,287.908997,277.27301,280.182007,930510,0.0,1.0
2005-12-29,283.635986,288.908997,282.182007,284.045013,776577,0.0,1.0
2005-12-30,284.635986,286.364014,277.5,278.954987,402062,0.0,1.0
2006-01-02,279.545013,282.817993,276.135986,277.045013,298474,0.0,1.0
2006-01-03,279.408997,281.817993,276.545013,277.454987,232291,0.0,1.0
2006-01-04,279.908997,288.908997,276.591003,281.135986,590018,0.0,1.0
2006-01-05,282.72699,284.545013,276.545013,277.454987,215861,0.0,1.0
2006-01-06,278.908997,283.635986,273.954987,275.545013,256772,0.0,1.0
2006-01-09,277.817993,280.091003,272.72699,273.817993,159620,0.0,1.0
2006-01-10,275,296.182007,274.27301,284.954987,1913640,0.0,1.0
2006-01-12,284.045013,291.72699,280,283.27301,631104,0.0,1.0
2006-01-13,318.182007,318.182007,284.182007,285.317993,598976,0.0,1.0
2006-01-16,290.817993,295.545013,286.364014,287.135986,479398,0.0,1.0
2006-01-17,288.22699,292.635986,277.591003,279.182007,352235,0.0,1.0
2006-01-18,280.045013,280.045013,270.908997,273.908997,272507,0.0,1.0
2006-01-19,275.454987,288.182007,275.454987,283.864014,564781,0.0,1.0
2006-01-20,285.635986,301.682007,285.635986,294.635986,1467019,0.0,1.0
2006-01-23,293.045013,300.908997,289.364014,292.682007,856768,0.0,1.0
2006-01-24,296.091003,304.454987,290.908997,292.954987,1356356,0.0,1.0
2006-01-25,291.908997,294.545013,280.091003,283.682007,662360,0.0,1.0
2006-01-27,284.364014,285.27301,277.408997,278.364014,308769,0.0,1.0
2006-01-30,280,281.77301,264.635986,266.091003,280446,0.0,1.0
2006-01-31,266.364014,277.27301,263.635986,268.817993,326713,0.0,1.0
2006-02-01,271.817993,274.545013,255.955002,258,284055,0.0,1.0
2006-02-02,259.091003,263.364014,246.455002,248.5,217578,0.0,1.0
2006-02-03,251.682007,251.682007,238.182007,240,211748,0.0,1.0
2006-02-06,240.908997,250.044998,239.636002,247.227005,281688,0.0,1.0
2006-02-07,250.727005,252.727005,241.817993,243.227005,158186,0.0,1.0
2006-02-08,243.636002,243.636002,236.455002,238.272995,100010,0.0,1.0
2006-02-10,239.682007,255.682007,239.682007,249.227005,348212,0.0,1.0
2006-02-13,251.636002,255.272995,246.363998,250.317993,207596,0.0,1.0
2006-02-14,251.817993,253.636002,241.908997,243.363998,122041,0.0,1.0
2006-02-15,244.544998,249.544998,240.955002,242.5,94111,0.0,1.0
2006-02-16,242.727005,245.817993,238.227005,239.091003,55394,0.0,1.0
2006-02-17,240.908997,244.544998,226.591003,227.863998,117956,0.0,1.0
2006-02-20,230.817993,230.817993,220.908997,222.408997,119177,0.0,1.0
2006-02-21,224.091003,231.817993,222.727005,224,86071,0.0,1.0
2006-02-22,224.544998,226.272995,210,212.136002,79722,0.0,1.0
2006-02-23,213.636002,220,204.544998,209.636002,183774,0.0,1.0
2006-02-24,214.544998,251.544998,211.817993,249.955002,2212070,0.0,1.0
2006-02-27,254.544998,265.454987,245.455002,248.044998,1639509,0.0,1.0
2006-02-28,248.544998,249.363998,236.363998,239.091003,500918,0.0,1.0
2006-03-01,240,249.955002,237.272995,246.227005,352161,0.0,1.0
2006-03-02,248.182007,249.091003,240,241.817993,163331,0.0,1.0
2006-03-03,240,242.636002,235.455002,237.182007,86098,0.0,1.0
2006-03-06,240,264.72699,238.682007,255.455002,619846,0.0,1.0
2006-03-07,257.045013,261.817993,251.091003,257.635986,296170,0.0,1.0
2006-03-08,257.27301,276.22699,249.136002,250.182007,775058,0.0,1.0
2006-03-09,251.817993,253.544998,243.682007,246.727005,149478,0.0,1.0
2006-03-10,249.455002,256.817993,246.817993,247.636002,157707,0.0,1.0
